rainfall,temperature,humidity,soil_type,crop_type,acres,water_required
185.74,24.66,57.27,loam,cotton,2.8,384.3
82.35,25.3,82.39,sandy,rice,1.94,198.37
143.96,24.43,40.56,sandy,wheat,2.11,338.88
74.79,23.92,72.06,sandy,wheat,2.06,174.04
205.74,22.61,46.57,clay,rice,4.65,807.01
161.72,38.68,81.16,silt,cotton,1.45,314.66
244.5,22.88,78.93,sandy,wheat,2.2,524.06
105.12,24.09,65.0,silt,wheat,2.44,474.08
91.14,24.93,50.63,clay,cotton,2.34,343.31
151.58,38.66,71.72,sandy,wheat,0.52,209.86
281.65,35.11,47.81,clay,cotton,1.72,508.11
227.61,35.79,49.5,silt,wheat,2.74,427.51
154.73,22.1,71.33,clay,rice,3.92,440.83
179.32,36.73,89.56,clay,cotton,3.06,496.59
71.05,28.16,84.55,silt,rice,2.23,164.07
296.14,25.26,69.66,clay,rice,3.49,607.26
216.6,31.52,66.93,silt,wheat,3.5,365.42
121.35,36.44,89.92,silt,cotton,1.62,219.74
196.45,35.57,67.37,sandy,maize,0.97,324.14
77.37,37.8,61.01,sandy,rice,4.11,566.85
291.46,38.56,85.48,clay,rice,2.88,576.7
93.7,24.76,51.71,clay,rice,1.29,187.87
212.01,28.48,44.88,clay,wheat,1.68,387.14
111.36,20.29,71.7,loam,wheat,3.95,315.07
229.39,37.59,44.79,loam,rice,3.44,605.07
244.21,23.09,58.66,sandy,wheat,4.75,852.57
218.35,37.23,61.18,silt,wheat,2.59,436.16
203.62,26.59,67.38,loam,wheat,0.73,204.26
273.12,27.36,89.58,loam,sugarcane,3.65,602.21
69.66,20.78,51.05,silt,cotton,1.65,177.89
132.73,26.54,58.79,clay,wheat,1.96,260.71
112.07,37.77,46.61,clay,sugarcane,1.38,146.37
297.0,20.51,70.38,loam,sugarcane,1.89,466.57
147.35,28.13,76.38,loam,wheat,4.23,772.21
233.15,20.63,64.1,silt,sugarcane,3.1,596.8
221.18,27.42,52.29,silt,maize,0.99,262.61
103.02,23.45,71.04,loam,sugarcane,3.14,526.07
109.75,25.04,66.96,silt,cotton,3.35,323.25
120.32,37.55,48.56,clay,sugarcane,4.48,408.67
152.78,28.72,60.28,sandy,wheat,4.37,518.73
108.58,25.48,61.76,loam,rice,0.78,134.0
54.91,31.79,89.13,sandy,maize,4.4,708.01
269.85,22.84,82.46,silt,sugarcane,0.73,303.32
291.4,25.19,76.72,sandy,maize,1.19,406.62
135.39,30.92,84.44,loam,cotton,1.0,279.23
134.63,24.75,76.77,silt,sugarcane,1.32,282.58
51.77,33.58,85.17,sandy,sugarcane,4.11,511.97
220.06,29.83,42.73,clay,maize,3.59,625.39
256.36,35.44,62.8,loam,sugarcane,3.59,558.04
86.65,38.96,77.34,loam,sugarcane,4.65,649.37
89.92,22.32,69.16,loam,rice,2.26,302.86
247.52,26.69,48.76,loam,maize,0.51,193.84
204.07,26.39,57.02,silt,wheat,3.38,608.82
61.22,23.02,55.89,clay,wheat,4.41,299.29
205.64,36.21,53.07,clay,cotton,4.89,677.18
127.23,35.2,57.16,sandy,rice,2.14,318.03
142.18,29.69,65.74,loam,maize,4.2,327.89
242.43,30.76,82.74,loam,maize,4.32,580.11
252.73,21.19,77.1,sandy,rice,1.15,374.75
150.09,31.11,81.76,silt,rice,3.34,445.17
286.79,35.83,84.18,clay,cotton,1.28,447.59
151.62,31.48,60.81,loam,wheat,2.51,440.31
242.96,25.31,57.3,sandy,maize,4.46,552.88
170.97,33.35,42.88,clay,rice,4.05,713.26
274.38,27.23,86.52,sandy,maize,3.07,454.87
276.94,30.9,43.29,sandy,wheat,4.14,558.69
71.85,29.75,77.06,silt,maize,1.19,127.22
284.12,27.62,58.91,clay,maize,1.38,453.7
256.38,34.38,87.44,loam,rice,1.44,330.36
247.83,37.68,60.98,clay,rice,3.99,670.41
100.23,20.1,80.83,silt,rice,4.51,327.75
251.28,38.67,54.13,loam,wheat,3.03,568.01
262.53,30.23,54.95,clay,sugarcane,4.81,937.87
122.29,34.01,69.78,silt,wheat,3.78,426.28
288.07,37.11,89.9,loam,rice,3.04,606.59
62.47,29.34,65.88,loam,cotton,3.25,370.37
87.48,36.7,86.82,sandy,maize,4.32,744.36
184.4,23.55,79.31,sandy,maize,0.91,319.26
193.95,23.18,79.79,silt,maize,1.26,218.66
211.29,33.15,61.8,loam,maize,1.7,412.12
54.24,37.4,59.33,clay,cotton,4.53,546.9
290.09,37.85,49.6,loam,rice,4.75,810.63
61.15,32.87,88.2,silt,sugarcane,2.1,224.59
85.77,30.51,87.97,clay,maize,4.66,655.64
53.5,26.63,77.35,loam,sugarcane,2.96,409.69
191.71,39.6,54.81,clay,wheat,2.63,476.46
283.07,26.39,52.26,sandy,wheat,4.25,729.5
216.49,34.88,89.43,clay,maize,2.96,618.52
255.66,30.64,43.33,sandy,rice,2.55,406.72
53.32,32.17,82.18,clay,cotton,0.57,69.88
185.5,27.87,57.77,sandy,maize,0.56,194.3
164.89,39.3,60.94,silt,wheat,3.32,337.07
174.74,31.43,81.6,clay,wheat,0.83,252.24
68.05,38.76,44.53,loam,sugarcane,3.82,535.93
221.11,20.15,57.71,silt,cotton,3.3,566.03
175.81,31.45,87.6,silt,maize,2.56,469.48
241.29,34.34,74.95,clay,rice,3.69,527.79
171.32,34.9,77.75,silt,sugarcane,4.97,572.98
87.35,38.1,77.88,sandy,cotton,1.61,264.09
212.06,20.09,43.03,sandy,sugarcane,3.01,580.26
93.1,20.01,50.16,clay,rice,4.29,391.94
268.1,29.45,64.56,silt,wheat,0.58,272.71
203.28,20.59,58.41,loam,maize,1.42,335.93
89.3,39.49,60.55,clay,maize,2.84,520.02
290.58,24.44,79.07,clay,rice,2.99,658.66
179.59,29.45,40.73,silt,maize,0.89,315.57
68.22,21.22,73.02,sandy,maize,2.33,337.63
206.71,30.44,40.01,silt,sugarcane,2.84,501.9
113.3,27.6,43.15,loam,rice,2.4,349.73
250.92,20.89,60.41,loam,sugarcane,3.65,652.85
254.46,26.7,82.05,loam,maize,3.97,689.33
294.74,27.83,47.25,loam,cotton,2.57,576.92
175.47,39.8,67.73,clay,cotton,2.42,293.47
163.74,24.16,73.93,loam,sugarcane,3.67,482.1
238.37,30.9,51.48,loam,wheat,3.0,534.65
83.12,39.75,65.62,loam,wheat,4.42,516.53
186.73,35.84,85.57,silt,rice,2.67,347.06
186.56,39.87,65.61,sandy,cotton,3.08,508.46
72.37,39.37,47.87,sandy,cotton,1.08,191.16
154.5,29.79,71.39,sandy,sugarcane,4.26,491.96
263.32,33.93,69.61,loam,maize,2.4,522.51
264.04,22.21,41.35,silt,rice,3.74,781.62
74.81,28.82,44.53,clay,sugarcane,2.43,402.33
72.68,36.18,47.84,silt,wheat,0.5,80.24
115.67,30.11,46.81,clay,maize,2.3,480.25
268.69,34.05,52.97,silt,rice,1.16,299.09
82.23,34.92,62.71,sandy,maize,2.29,228.06
230.0,25.07,58.59,sandy,wheat,1.95,332.28
75.29,37.51,84.53,loam,sugarcane,1.41,192.99
205.78,29.2,70.61,sandy,sugarcane,1.06,293.46
139.02,24.2,83.81,sandy,cotton,3.78,556.17
247.23,37.31,66.35,sandy,sugarcane,3.9,577.12
108.42,28.36,44.49,silt,cotton,1.69,303.83
209.8,35.01,63.16,sandy,sugarcane,2.73,395.06
108.92,30.96,81.1,clay,rice,2.59,466.92
228.42,27.64,49.71,loam,wheat,2.1,386.79
268.42,36.2,44.56,silt,maize,1.75,339.08
81.7,31.69,56.47,clay,wheat,1.34,218.24
266.65,27.81,59.44,silt,wheat,4.43,713.14
198.39,22.19,55.31,sandy,cotton,4.25,619.38
81.78,37.91,46.76,silt,cotton,2.38,311.1
156.89,20.71,52.54,silt,rice,3.75,663.32
90.22,37.26,74.11,loam,maize,2.74,330.88
225.09,27.2,59.3,silt,sugarcane,0.88,352.68
239.72,32.79,71.63,silt,sugarcane,4.2,525.02
76.45,38.44,66.82,loam,wheat,1.49,196.94
176.53,23.03,67.45,silt,rice,3.68,713.91
253.66,31.34,52.43,silt,maize,2.87,677.96
284.04,35.29,66.08,clay,sugarcane,3.61,866.83
178.38,35.15,41.18,clay,wheat,2.62,441.71
287.57,30.51,61.59,silt,rice,3.66,730.27
183.92,32.49,68.63,silt,maize,0.65,296.45
148.55,35.15,49.1,sandy,wheat,0.68,189.27
262.05,36.82,52.83,clay,wheat,4.53,818.84
173.25,35.24,50.98,sandy,rice,3.87,703.58
167.98,27.08,43.53,silt,rice,4.23,415.99
172.58,39.93,57.39,sandy,rice,2.55,555.78
261.7,28.69,88.95,sandy,rice,2.57,677.95
257.99,20.49,57.69,loam,maize,2.9,521.1
150.88,27.25,63.03,loam,rice,1.6,345.36
133.32,22.56,72.65,silt,rice,3.8,542.06
172.98,22.43,72.42,clay,rice,4.23,693.01
193.19,25.63,87.49,silt,maize,4.58,673.23
109.58,21.07,82.88,clay,sugarcane,2.83,384.26
248.49,33.77,79.7,loam,wheat,2.37,406.94
171.62,21.48,87.58,clay,cotton,4.24,747.31
133.51,24.07,51.54,sandy,wheat,3.89,679.94
76.71,21.86,70.85,sandy,maize,4.4,666.62
109.71,21.26,84.36,loam,rice,3.45,337.98
287.32,25.36,71.21,silt,maize,4.47,612.71
126.27,31.44,88.87,clay,sugarcane,0.9,287.45
92.21,39.29,45.02,silt,cotton,3.56,585.02
165.17,37.51,61.97,clay,sugarcane,0.9,289.47
126.77,37.52,88.87,loam,rice,3.87,517.86
58.79,23.52,58.98,sandy,maize,3.33,501.54
130.79,25.3,76.98,sandy,maize,0.57,176.56
186.03,21.53,41.52,clay,rice,3.2,479.91
187.93,35.57,74.74,silt,rice,1.16,310.6
139.14,21.4,86.73,loam,cotton,1.14,222.1
161.83,31.13,59.14,loam,sugarcane,1.18,300.89
291.38,24.96,41.06,silt,rice,2.68,540.82
144.34,24.87,41.4,sandy,rice,1.02,203.31
114.56,39.81,84.6,silt,sugarcane,1.07,185.45
110.87,35.14,76.13,sandy,rice,1.65,219.1
164.44,36.74,45.33,clay,cotton,0.5,195.88
239.88,31.44,42.73,loam,cotton,1.74,348.03
101.5,37.42,80.24,clay,sugarcane,3.28,368.16
227.32,32.91,80.49,silt,wheat,3.21,497.45
55.29,38.92,46.03,silt,cotton,4.86,524.27
154.73,25.63,55.08,clay,maize,1.04,252.11
243.97,31.91,79.0,silt,maize,4.4,740.28
134.68,33.8,66.27,silt,wheat,2.26,334.77
190.93,27.86,87.83,silt,cotton,2.24,465.23
101.24,37.59,64.05,loam,rice,2.07,320.45
235.5,39.6,73.85,loam,wheat,1.06,393.01
63.07,29.88,65.49,sandy,rice,2.65,306.07
263.14,27.81,87.15,loam,maize,4.04,585.05
99.55,29.44,59.93,clay,wheat,4.44,520.61
268.6,37.05,51.49,clay,cotton,4.83,814.03
138.13,32.91,56.33,loam,maize,4.03,553.72
230.67,20.9,82.64,clay,cotton,3.3,564.65
129.81,30.84,64.9,silt,rice,2.74,423.78
276.48,20.35,57.71,loam,cotton,4.44,999.39
81.66,35.57,67.21,sandy,wheat,3.83,641.64
94.63,26.57,46.66,sandy,rice,1.23,302.28
173.26,29.44,40.27,loam,wheat,3.57,406.63
70.48,35.97,54.03,clay,rice,2.44,446.18
99.0,20.93,70.25,loam,wheat,3.18,544.15
285.94,23.17,75.58,loam,maize,4.54,864.15
294.12,27.96,81.33,sandy,wheat,3.44,536.06
144.06,24.6,86.33,silt,maize,4.72,576.01
280.82,26.76,60.61,silt,sugarcane,4.4,797.6
186.21,39.96,77.03,loam,cotton,1.08,217.85
117.44,36.51,43.73,sandy,rice,0.55,142.67
225.6,37.68,42.88,sandy,cotton,2.23,449.3
214.73,38.74,46.24,loam,maize,4.39,690.77
297.28,26.82,62.43,loam,maize,1.54,424.5
116.26,25.94,50.56,loam,maize,3.61,486.35
218.01,24.68,54.35,silt,wheat,2.64,396.26
63.01,36.6,72.39,loam,cotton,3.86,399.55
78.41,33.59,57.93,sandy,maize,1.24,160.46
50.98,24.72,67.87,loam,sugarcane,1.58,261.63
299.87,27.54,60.62,sandy,maize,1.59,411.27
250.57,30.13,48.45,sandy,cotton,2.97,564.82
246.68,30.56,43.7,clay,maize,1.8,426.28
177.43,37.77,51.81,sandy,maize,4.15,564.42
125.02,27.61,42.89,clay,rice,2.06,317.31
87.82,38.17,70.93,loam,maize,3.47,616.56
121.17,28.83,79.79,clay,cotton,4.77,375.99
143.99,34.93,56.99,silt,rice,3.23,479.74
239.08,38.61,59.36,silt,rice,1.59,403.95
184.92,38.15,80.81,silt,maize,4.24,662.7
69.37,21.14,51.13,loam,maize,0.56,106.07
54.51,24.11,45.96,sandy,sugarcane,1.65,159.99
75.58,29.54,65.06,silt,cotton,2.24,369.7
152.62,28.63,72.31,clay,cotton,1.38,294.64
283.3,32.82,69.98,loam,wheat,3.22,774.91
209.35,38.89,75.69,loam,wheat,3.01,496.58
250.46,22.25,42.84,clay,cotton,2.33,508.84
166.59,29.04,61.41,clay,maize,1.82,267.31
140.42,23.85,51.93,loam,rice,2.45,357.08
77.1,37.88,77.96,loam,sugarcane,1.81,245.09
268.98,39.29,83.64,sandy,maize,1.5,401.51
245.79,29.57,54.07,loam,rice,2.08,437.36
92.03,22.08,44.76,clay,cotton,3.21,248.35
178.07,35.71,52.67,loam,maize,3.42,386.89
171.84,33.94,45.2,loam,sugarcane,1.84,261.63
206.27,27.09,56.12,clay,wheat,4.76,948.63
286.55,37.75,66.91,sandy,rice,1.68,482.2
194.94,39.52,88.68,loam,maize,3.7,523.46
185.05,31.16,59.97,silt,sugarcane,0.87,225.86
62.58,31.31,51.0,silt,maize,3.49,444.37
65.73,25.95,48.34,clay,cotton,2.57,366.5
96.84,31.69,48.65,clay,rice,3.06,269.09
58.12,28.79,49.63,clay,cotton,1.33,199.82
235.84,26.04,78.11,silt,cotton,2.45,547.15
230.83,21.34,43.05,clay,wheat,3.95,868.21
84.01,25.05,89.87,silt,cotton,3.95,501.08
259.02,23.96,66.13,sandy,sugarcane,1.57,429.93
88.7,30.84,67.21,clay,rice,2.09,289.19
125.29,32.03,57.88,loam,wheat,0.52,161.45
112.24,32.17,74.51,sandy,maize,0.9,191.07
143.08,27.76,63.57,silt,cotton,1.07,230.94
113.67,28.42,56.45,clay,maize,1.82,299.4
172.24,36.68,53.26,loam,wheat,3.92,525.82
151.85,29.52,86.28,silt,maize,2.8,460.05
296.64,39.76,54.55,sandy,sugarcane,4.07,832.28
63.98,28.79,61.82,loam,wheat,3.9,490.75
85.55,32.99,57.52,sandy,rice,3.14,447.52
63.21,21.01,44.31,clay,rice,2.75,442.29
206.46,33.07,49.3,loam,rice,4.69,658.8
63.63,37.03,49.48,clay,rice,3.06,310.17
259.11,38.85,74.68,silt,wheat,2.67,498.23
177.98,39.95,60.33,silt,wheat,4.41,451.85
181.75,25.64,79.1,sandy,wheat,0.82,261.24
190.4,31.51,75.45,clay,cotton,3.45,572.68
92.7,29.01,49.6,clay,wheat,1.01,201.4
99.42,31.28,68.15,loam,wheat,4.19,679.2
129.7,23.15,77.15,silt,wheat,4.07,609.8
198.37,37.12,71.65,clay,rice,2.77,369.59
102.53,38.19,70.0,clay,sugarcane,3.47,365.76
79.08,28.99,76.98,clay,rice,3.98,693.97
292.53,25.61,42.84,silt,sugarcane,2.67,534.34
55.5,22.82,76.57,silt,sugarcane,4.58,712.83
250.67,33.68,53.63,silt,sugarcane,2.47,469.97
247.01,26.24,68.59,sandy,rice,4.51,507.31
124.3,38.19,52.12,silt,cotton,3.12,457.04
83.91,33.42,81.94,silt,maize,2.42,211.74
86.41,32.91,64.03,silt,cotton,0.52,142.41
224.36,31.19,72.15,loam,rice,1.83,454.34
210.7,20.92,79.7,loam,sugarcane,4.41,836.69
245.69,38.64,84.77,clay,maize,2.43,501.31
284.37,32.56,76.6,loam,cotton,2.4,424.79
222.98,39.88,47.44,sandy,wheat,2.7,546.08
88.96,30.75,82.73,sandy,cotton,1.79,279.34
110.86,34.2,70.93,clay,rice,2.71,539.39
260.55,21.12,70.47,clay,maize,2.19,443.98
102.33,32.63,86.07,sandy,wheat,4.59,601.52
68.13,35.29,52.44,sandy,maize,3.04,302.71
225.82,35.57,51.98,sandy,maize,4.25,595.63
150.63,35.4,65.66,clay,cotton,3.59,494.36
280.01,24.53,77.54,sandy,sugarcane,1.46,469.84
212.56,39.51,62.36,clay,cotton,4.4,643.59
72.6,39.9,71.69,sandy,wheat,0.89,184.34
286.96,21.51,62.63,sandy,rice,2.52,463.54
114.64,38.73,70.52,loam,cotton,1.58,289.11
134.3,25.79,81.11,sandy,sugarcane,2.92,318.46
150.57,33.79,49.02,clay,sugarcane,1.85,338.96
62.81,26.76,74.77,sandy,cotton,3.75,268.98
174.13,39.36,79.37,silt,wheat,4.72,788.66
80.83,22.03,62.36,loam,sugarcane,3.69,211.22
150.24,29.95,56.16,sandy,sugarcane,2.1,430.54
137.68,28.56,40.68,sandy,wheat,3.2,443.36
243.21,26.52,79.86,silt,wheat,4.5,762.26
250.79,32.91,56.4,silt,wheat,1.72,525.58
88.35,22.62,57.87,silt,wheat,1.03,67.66
141.64,34.33,56.8,silt,cotton,1.09,279.74
143.34,39.61,64.94,silt,cotton,2.73,498.11
87.85,36.09,75.12,silt,maize,3.79,492.77
249.61,37.2,78.59,sandy,maize,3.46,579.72
226.81,27.19,59.63,clay,maize,2.54,471.89
97.6,26.5,73.16,sandy,sugarcane,3.78,413.06
141.68,30.34,76.03,sandy,wheat,3.35,521.04
76.45,20.91,54.85,sandy,cotton,3.33,186.8
207.05,38.91,44.83,loam,cotton,1.41,436.58
80.34,22.88,84.73,clay,wheat,1.91,287.41
296.48,38.06,73.86,clay,maize,2.05,561.47
245.17,21.67,72.41,loam,sugarcane,4.14,675.93
147.56,36.45,42.95,clay,cotton,3.99,713.5
194.64,23.04,80.89,loam,rice,1.64,376.18
277.84,20.76,68.3,sandy,sugarcane,0.75,363.69
188.52,34.39,82.39,clay,sugarcane,3.96,364.46
93.62,25.61,88.73,sandy,maize,2.34,286.85
144.68,34.29,87.86,silt,wheat,1.49,395.55
260.79,31.1,82.8,sandy,rice,1.03,405.55
211.05,22.18,40.55,clay,maize,0.56,368.5
212.68,38.64,84.29,sandy,wheat,2.42,531.67
266.71,29.05,43.75,sandy,rice,2.03,444.74
273.49,34.69,82.56,loam,cotton,3.63,712.86
279.95,30.02,54.01,clay,rice,4.89,750.23
73.71,32.09,70.5,sandy,maize,1.43,297.5
186.03,26.06,41.9,loam,rice,1.59,249.37
235.13,24.01,78.56,clay,rice,2.02,513.9
239.23,30.85,45.59,silt,rice,2.6,405.49
201.68,28.8,60.53,sandy,cotton,3.64,608.74
91.7,27.8,80.87,sandy,wheat,2.08,183.73
249.36,33.45,74.77,sandy,rice,0.97,478.68
230.03,33.81,40.3,sandy,sugarcane,3.79,736.58
71.53,20.92,60.15,sandy,maize,4.08,483.6
165.95,26.77,42.1,silt,sugarcane,1.61,324.48
93.49,28.24,73.67,silt,wheat,1.12,161.91
134.37,21.94,88.45,clay,maize,2.88,458.45
54.52,24.72,72.76,clay,wheat,1.44,258.66
150.08,21.03,51.22,loam,maize,2.18,436.07
187.47,39.92,57.76,loam,sugarcane,4.0,511.12
204.9,34.73,88.83,loam,sugarcane,1.49,362.25
215.87,21.75,51.2,silt,cotton,4.13,536.36
259.07,20.4,68.08,clay,wheat,3.53,790.56
103.87,34.39,60.02,clay,sugarcane,1.49,239.73
80.12,28.78,78.42,silt,maize,2.87,246.89
262.88,35.74,83.37,clay,rice,3.26,384.26
89.15,38.47,57.04,sandy,rice,1.4,256.32
293.69,31.99,73.02,clay,rice,1.15,420.79
260.63,23.74,67.45,clay,cotton,2.89,469.26
175.22,35.64,53.92,sandy,sugarcane,3.62,491.25
295.36,39.12,53.6,loam,wheat,2.59,669.11
74.34,31.6,66.93,loam,wheat,0.82,161.29
125.77,33.64,47.7,loam,cotton,4.66,717.95
209.56,26.75,80.54,silt,maize,3.63,791.34
137.5,27.63,43.45,sandy,sugarcane,3.3,357.27
282.09,34.69,44.73,sandy,sugarcane,3.4,657.32
66.41,38.56,57.11,silt,maize,2.29,411.53
187.35,32.58,45.9,sandy,maize,4.93,546.33
197.72,35.8,63.79,clay,sugarcane,1.1,370.14
213.18,23.43,59.98,loam,sugarcane,3.83,497.99
113.92,24.24,76.09,sandy,rice,2.39,277.66
141.14,30.64,87.65,sandy,wheat,4.46,696.29
260.92,23.53,77.68,loam,rice,3.73,557.8
98.74,32.7,48.97,silt,rice,3.03,436.3
256.72,25.83,86.78,loam,wheat,4.72,788.4
190.66,35.83,59.61,silt,cotton,4.61,700.16
240.55,36.16,63.71,silt,cotton,0.74,240.51
228.4,29.28,61.08,clay,cotton,1.37,357.05
101.88,23.62,54.03,loam,cotton,3.54,549.82
192.2,32.94,84.75,sandy,maize,4.65,581.77
266.93,39.86,56.61,silt,rice,2.44,588.25
158.03,32.45,68.93,clay,maize,0.67,293.54
291.65,20.72,52.0,loam,maize,3.39,504.85
163.05,20.35,79.87,silt,wheat,1.38,342.4
85.7,26.41,78.71,clay,cotton,2.99,248.22
147.36,23.92,54.82,sandy,sugarcane,2.23,450.33
287.93,36.26,74.08,silt,cotton,3.01,661.44
129.93,36.9,75.19,silt,rice,4.7,619.51
267.02,25.17,68.13,sandy,maize,2.69,578.16
270.31,26.51,70.03,sandy,rice,0.66,322.42
137.55,24.72,68.72,sandy,maize,3.11,565.14
70.81,38.17,44.09,silt,maize,1.97,201.28
231.14,30.05,73.51,clay,maize,4.0,554.52
127.88,33.12,63.49,clay,sugarcane,2.61,329.53
245.73,28.31,61.92,sandy,cotton,3.84,832.15
160.66,32.62,83.0,clay,maize,4.59,463.54
171.32,27.72,41.16,sandy,wheat,2.13,447.61
244.48,26.79,52.57,sandy,maize,4.95,731.89
145.59,32.69,46.07,loam,cotton,1.17,290.39
160.78,31.82,41.77,clay,cotton,3.4,461.27
144.05,25.87,53.78,silt,sugarcane,0.66,223.15
141.84,22.99,89.42,loam,maize,1.46,203.92
181.49,27.37,53.51,sandy,wheat,3.35,401.54
252.2,28.3,73.19,loam,sugarcane,0.71,250.33
140.44,32.57,45.91,sandy,sugarcane,0.96,192.15
181.06,38.29,70.09,sandy,maize,1.81,408.28
217.68,20.72,89.22,sandy,maize,3.09,634.69
117.36,24.87,54.59,clay,sugarcane,0.57,191.97
119.38,23.87,82.4,sandy,sugarcane,2.67,512.35
283.35,30.05,89.88,sandy,sugarcane,3.32,656.22
230.88,28.59,69.43,clay,rice,2.31,517.49
194.3,34.58,55.47,clay,sugarcane,0.8,205.25
211.93,24.85,73.68,sandy,cotton,3.25,632.79
57.32,31.89,82.24,clay,wheat,3.23,276.8
204.53,37.68,48.57,silt,wheat,2.78,535.33
177.38,38.21,62.63,silt,maize,3.62,536.12
186.44,39.18,55.96,sandy,sugarcane,1.44,390.25
139.86,35.47,54.17,loam,wheat,3.55,519.52
70.37,38.12,83.04,clay,wheat,1.23,187.17
98.33,24.69,61.08,loam,cotton,2.27,404.34
287.69,23.95,56.95,silt,cotton,0.8,438.96
152.17,20.13,70.18,sandy,rice,4.19,380.11
166.67,34.14,50.97,silt,rice,2.92,518.38
63.18,38.75,51.49,clay,wheat,4.87,524.65
59.39,23.74,66.01,clay,maize,4.74,703.34
229.3,32.74,60.46,sandy,wheat,4.99,542.23
184.52,34.93,54.75,clay,maize,0.96,287.17
177.18,38.55,42.7,clay,wheat,3.23,605.88
110.78,32.94,66.04,clay,cotton,2.33,286.86
236.19,39.41,80.83,loam,sugarcane,2.9,546.33
92.06,26.89,82.57,sandy,wheat,1.89,381.0
97.48,27.0,51.77,sandy,rice,0.72,161.69
165.18,30.86,69.98,sandy,maize,3.68,568.62
121.57,27.67,82.79,clay,maize,4.85,742.13
111.87,20.03,60.44,clay,wheat,2.9,346.22
211.31,34.64,86.61,clay,maize,1.98,343.7
212.74,35.03,85.15,sandy,rice,4.72,921.53
256.13,34.94,50.41,loam,cotton,2.14,585.74
154.43,26.9,52.95,silt,sugarcane,4.62,394.69
68.27,30.45,49.02,sandy,sugarcane,4.35,638.86
118.42,27.2,49.8,sandy,maize,2.88,377.07
295.0,20.32,85.39,loam,wheat,3.55,576.33
199.06,31.25,86.56,silt,maize,3.65,486.92
227.43,22.48,42.59,silt,rice,3.38,694.85
51.84,21.6,69.68,clay,wheat,1.22,139.55
179.55,35.11,68.21,silt,cotton,3.62,672.19
59.38,20.19,59.53,clay,rice,0.51,132.24
192.31,39.18,71.58,sandy,cotton,3.7,711.18
280.19,30.31,87.37,loam,wheat,3.0,391.54
292.1,39.66,48.51,sandy,cotton,1.67,482.59
185.14,21.16,46.02,silt,rice,4.12,609.81
164.55,31.67,41.67,sandy,rice,2.32,459.43
286.25,26.99,58.19,loam,maize,2.69,648.99
218.4,36.87,56.88,loam,wheat,0.62,303.46
66.22,27.22,61.54,clay,sugarcane,2.31,286.12
166.43,25.21,65.17,sandy,sugarcane,1.25,285.15
110.06,37.15,77.89,loam,cotton,1.74,345.99
167.45,27.49,59.61,loam,sugarcane,1.63,434.74
163.87,20.34,56.53,loam,sugarcane,0.71,223.36
195.54,27.81,81.34,loam,rice,2.57,505.12
139.19,33.09,82.49,silt,rice,2.85,340.85
91.07,25.09,51.64,sandy,rice,3.07,347.39
175.93,28.64,55.73,sandy,sugarcane,2.58,415.86
257.55,21.13,81.26,sandy,cotton,4.41,567.76
216.0,31.76,43.97,silt,wheat,0.67,312.61
134.59,35.13,56.29,silt,maize,3.26,535.8
283.88,28.27,62.42,loam,cotton,4.4,670.62
278.05,28.4,49.35,silt,rice,0.68,308.12
102.34,21.77,49.0,clay,cotton,2.73,439.02
59.85,24.04,61.24,silt,wheat,3.15,380.83
235.33,23.09,77.73,loam,rice,1.36,336.83
256.9,29.63,82.01,sandy,wheat,1.64,434.08
291.97,30.59,88.96,silt,maize,4.04,680.54
272.46,38.98,43.7,sandy,cotton,3.05,595.97
200.13,21.46,50.83,sandy,maize,1.92,355.1
182.51,32.0,77.83,clay,sugarcane,3.94,425.15
56.96,30.53,67.03,clay,cotton,3.86,651.64
111.66,30.32,56.38,silt,sugarcane,2.05,324.8
164.9,37.46,50.28,sandy,wheat,2.7,438.33
207.13,24.11,54.02,loam,sugarcane,3.49,684.01
189.31,20.82,61.46,sandy,wheat,2.04,445.33
235.66,33.45,48.86,sandy,maize,3.33,369.53
119.94,26.9,88.21,clay,rice,1.63,347.3
191.24,20.35,45.38,clay,maize,1.81,462.08
72.04,25.03,89.28,clay,sugarcane,1.9,211.76
153.42,26.19,82.09,clay,wheat,4.71,748.94
237.54,32.34,61.16,silt,sugarcane,4.25,721.77
223.35,23.45,76.99,silt,rice,3.04,495.12
297.66,28.26,73.58,sandy,cotton,3.04,742.28
119.47,29.65,50.66,silt,cotton,0.75,148.21
174.55,29.18,56.95,loam,cotton,3.42,462.75
132.38,39.48,65.66,sandy,sugarcane,1.98,315.21
160.15,20.91,71.89,sandy,cotton,3.26,543.71
264.24,39.02,67.14,loam,wheat,4.28,569.99
221.05,31.64,63.65,sandy,rice,0.7,323.24
270.61,35.91,62.16,loam,maize,3.23,395.29
100.88,28.61,64.91,clay,wheat,3.04,505.16
268.34,29.08,61.72,clay,rice,1.43,378.54
64.94,37.59,67.07,clay,maize,3.41,458.88
272.15,37.92,84.4,loam,cotton,3.0,630.09
132.27,24.77,71.64,silt,maize,3.95,360.54
128.65,23.98,76.13,silt,sugarcane,1.0,288.81
178.02,29.92,69.87,sandy,sugarcane,2.5,468.67
285.17,38.01,72.15,clay,cotton,4.99,882.91
61.95,26.45,68.92,clay,cotton,3.6,521.49
138.06,33.04,41.34,sandy,wheat,3.58,322.74
264.14,34.16,89.98,clay,wheat,1.93,504.85
149.01,35.57,41.68,clay,sugarcane,0.92,269.03
